time,race1,race2,supplyUsed1,supplyUsed2,supplyMade1,supplyMade2,totalIncome1,totalIncome2,mineralsIncome1,mineralsIncome2,vespeneIncome1,vespeneIncome2,totalResources1,totalResources2,minerals1,minerals2,vespene1,vespene2,activeWorkers1,activeWorkers2,army1,army2,technology1,technology2,lostResources1,lostResources2,winner
621,2,0,116.0,140.0,125.0,157.0,2804,3907,2379,3079,425,828,884,782,640,258,244,524,54,66,3725,4000,2300,2675,5600,4679,1
629,2,0,132.0,142.0,141.0,165.0,2882,3991,2435,3051,447,940,435,1144,135,508,300,636,54,66,4425,4200,2300,2675,5600,4679,1
636,2,0,134.0,146.0,141.0,165.0,2877,3784,2407,2799,470,985,681,1117,325,423,356,694,54,66,4625,4325,2300,2775,5600,4679,1
643,2,0,132.0,151.0,141.0,165.0,2938,3482,2491,2519,447,963,1008,663,600,353,408,310,54,66,4375,4700,2300,2975,5850,4729,1
650,2,0,138.0,150.0,141.0,157.0,2804,3347,2379,2407,425,940,950,794,490,393,460,401,54,65,4675,4525,2300,2875,5950,5154,1
657,2,0,128.0,150.0,141.0,157.0,2961,3398,2491,2435,470,963,1306,1154,790,633,516,521,54,64,4025,4625,2300,2875,6600,5304,1
664,2,0,112.0,145.0,141.0,157.0,2966,3224,2519,2351,447,873,1133,1374,565,753,568,621,54,61,2725,4525,2650,2875,7900,5704,1
671,2,0,94.0,138.0,141.0,157.0,2916,3174,2491,2323,425,851,1070,1708,450,983,620,725,54,61,1675,5225,2650,2875,9450,6229,1
679,2,0,68.0,138.0,141.0,157.0,2938,3274,2491,2379,447,895,1436,1338,760,613,676,725,54,64,700,4425,2650,2875,10825,6879,1
7,1,1,13.0,13.0,14.0,14.0,293,335,293,335,0,0,35,40,35,40,0,0,12,12,0,0,0,0,0,0,0
14,1,1,13.0,13.0,14.0,14.0,671,671,671,671,0,0,20,20,20,20,0,0,13,13,0,0,0,0,0,0,0
21,1,1,14.0,14.0,14.0,14.0,671,699,671,699,0,0,45,50,45,50,0,0,13,13,0,0,0,0,0,0,0
29,1,1,14.0,14.0,14.0,14.0,755,727,755,727,0,0,150,145,150,145,0,0,13,13,0,0,0,0,0,0,0
36,1,1,16.0,16.0,22.0,22.0,755,755,755,755,0,0,145,145,145,145,0,0,14,14,0,0,0,0,0,0,0
43,1,1,16.0,16.0,22.0,22.0,811,783,811,783,0,0,235,235,235,235,0,0,16,16,0,0,0,0,0,0,0
50,1,1,15.0,15.0,22.0,22.0,811,867,811,867,0,0,40,35,40,35,0,0,15,15,0,0,0,0,0,0,0
57,1,1,17.0,17.0,22.0,22.0,839,839,839,839,0,0,40,35,40,35,0,0,15,15,0,0,0,0,0,0,0
64,1,1,18.0,18.0,22.0,22.0,895,895,895,895,0,0,100,90,100,90,0,0,16,16,0,0,0,0,0,0,0
71,1,1,17.0,17.0,22.0,22.0,923,923,923,923,0,0,180,175,180,175,0,0,17,17,0,0,0,0,0,0,0
79,1,1,17.0,17.0,22.0,22.0,979,923,979,923,0,0,40,30,40,30,0,0,16,16,0,0,0,0,0,0,0
86,1,1,18.0,18.0,22.0,22.0,951,979,951,979,0,0,100,95,100,95,0,0,16,16,0,0,0,0,0,0,0
93,1,1,19.0,19.0,22.0,22.0,979,889,979,867,0,22,160,144,160,140,0,4,18,18,0,0,0,0,0,0,0
100,1,1,20.0,20.0,22.0,22.0,984,1006,895,895,89,111,226,220,210,200,16,20,19,19,0,0,0,0,0,0,0
107,1,1,20.0,20.0,22.0,22.0,1079,1074,923,895,156,179,351,345,315,305,36,40,19,19,0,0,0,0,0,0,0
114,1,1,21.0,21.0,22.0,22.0,1051,1107,895,951,156,156,436,421,380,365,56,56,20,20,0,0,0,0,0,0,0
121,1,1,26.0,26.0,28.0,28.0,1051,1079,895,923,156,156,201,206,125,130,76,76,21,21,0,0,250,250,0,0,0
129,1,1,26.0,26.0,28.0,28.0,1107,1135,951,979,156,156,251,241,155,145,96,96,21,21,0,0,250,250,0,0,0
136,1,1,28.0,28.0,28.0,28.0,1057,1085,923,951,134,134,83,72,75,60,8,12,21,21,0,0,250,250,0,0,0
143,1,1,30.0,28.0,36.0,36.0,1174,1146,1063,1035,111,111,129,214,105,190,24,24,21,21,50,50,250,250,0,0,0
150,1,1,30.0,30.0,36.0,36.0,1225,1146,1091,1035,134,111,275,270,235,230,40,40,23,23,50,50,250,250,0,0,0
157,1,1,29.0,32.0,36.0,36.0,1253,1337,1119,1203,134,134,131,326,75,270,56,56,24,23,350,350,250,250,0,0,0
164,1,1,33.0,31.0,36.0,36.0,1314,1258,1203,1147,111,111,88,173,20,105,68,68,24,23,350,400,250,250,0,0,0
171,1,1,32.0,31.0,36.0,36.0,1337,1314,1203,1203,134,111,99,39,65,5,34,34,23,24,350,400,250,250,0,0,0
179,1,1,33.0,31.0,36.0,36.0,1426,1365,1315,1231,111,134,121,105,75,55,46,50,26,25,400,400,250,250,0,0,0
186,1,1,33.0,33.0,36.0,36.0,1365,1421,1231,1287,134,134,272,171,210,105,62,66,26,25,400,400,250,250,0,0,0
193,1,1,36.0,35.5,36.0,44.0,1561,1454,1427,1343,134,111,218,193,140,115,78,78,27,25,400,375,250,250,0,25,0
200,1,1,40.0,39.5,44.0,52.0,1538,1421,1427,1287,111,134,135,164,45,70,90,94,28,27,400,375,250,250,0,25,0
207,1,1,43.0,42.5,44.0,52.0,1594,1561,1483,1427,111,134,181,155,75,45,106,110,30,27,400,425,250,250,0,25,0
214,1,1,45.0,44.5,52.0,52.0,1734,1555,1623,1399,111,156,303,190,185,85,118,105,30,31,400,525,450,450,0,25,0
221,1,1,46.0,47.5,52.0,52.0,1706,1611,1595,1455,111,156,439,155,305,30,134,125,32,33,600,525,450,450,0,25,0
229,1,1,54.0,48.5,58.0,52.0,1785,1751,1651,1595,134,156,255,225,105,80,150,145,33,34,600,525,450,450,0,75,0
236,1,1,55.0,49.5,58.0,58.0,1891,1863,1735,1707,156,156,185,190,115,25,70,165,40,36,750,525,450,450,0,75,0
243,1,1,53.5,49.5,58.0,58.0,1998,1886,1819,1707,179,179,175,415,85,230,90,185,41,39,725,675,450,450,25,75,0
250,1,1,57.5,51.5,58.0,66.0,2138,1914,1959,1735,179,179,225,355,115,150,110,205,42,39,725,675,450,575,25,75,0
257,1,1,57.5,53.5,66.0,74.0,2311,2115,2155,1959,156,156,406,156,280,60,126,96,44,39,725,675,450,575,25,75,0
264,1,1,62.5,53.5,66.0,74.0,2395,2199,2239,2043,156,156,196,271,50,155,146,116,44,40,725,675,450,575,25,75,0
271,1,1,64.5,58.5,66.0,82.0,2479,2227,2323,2071,156,156,271,291,105,155,166,136,50,42,725,725,450,575,25,100,0
279,1,1,64.5,63.0,74.0,82.0,2479,2367,2323,2211,156,156,376,71,190,15,186,56,51,43,725,800,450,575,25,125,0
286,1,1,70.5,63.0,90.0,82.0,2759,2362,2603,2183,156,179,416,255,210,175,206,80,53,48,725,800,650,775,25,125,0
293,1,1,66.5,69.0,98.0,82.0,2815,2619,2435,2239,380,380,272,177,210,120,62,57,49,52,725,800,900,775,25,125,0
300,1,1,74.5,75.0,106.0,82.0,2737,2675,2267,2183,470,492,198,88,80,50,118,38,55,52,725,800,900,775,25,125,0
307,1,1,77.5,79.0,106.0,98.0,2905,2754,2435,2351,470,403,204,218,130,190,74,28,60,52,725,900,900,775,25,125,0
314,1,1,80.0,83.0,106.0,98.0,3123,2944,2631,2519,492,425,304,374,220,340,84,34,63,52,700,1300,900,775,50,125,0
321,1,1,88.0,88.0,106.0,106.0,3235,2944,2519,2519,716,425,289,481,205,395,84,86,65,52,700,1400,900,775,50,125,0
329,1,1,98.0,96.0,106.0,106.0,3370,2922,2407,2519,963,403,200,338,125,250,75,88,65,55,700,1700,900,775,50,125,0
336,1,1,106.0,97.0,106.0,106.0,3476,3011,2491,2519,985,492,172,609,77,465,95,144,65,57,1200,1800,900,1025,50,125,0
343,1,1,105.0,100.5,106.0,106.0,3588,2905,2603,2435,985,470,203,546,92,375,111,171,64,63,1300,1875,900,1025,50,175,0
350,1,1,107.0,100.5,106.0,106.0,3515,3129,2575,2659,940,470,908,326,613,184,295,142,66,67,1800,1875,900,1025,98,187,0
357,1,1,107.0,99.5,114.0,106.0,3650,3241,2687,2771,963,470,654,611,243,459,411,152,66,69,2200,1875,900,1025,98,187,0
364,1,1,106.5,104.5,114.0,106.0,3678,3202,2715,2687,963,515,681,450,158,384,523,66,64,69,2175,1875,1350,1025,123,187,0
371,1,1,106.5,112.5,146.0,114.0,3650,3532,2687,2771,963,761,1137,389,498,319,639,70,64,69,2175,1975,1350,825,123,187,0
379,1,1,120.5,112.5,154.0,114.0,3627,3790,2687,2827,940,963,158,360,103,349,55,11,66,69,2175,1825,1350,825,223,337,0
386,1,1,120.5,114.5,154.0,122.0,3812,3834,2827,2827,985,1007,508,620,333,489,175,131,66,69,2175,2025,1350,825,223,337,0
393,1,1,131.5,128.5,154.0,130.0,3840,3571,2855,2631,985,940,353,264,208,179,145,85,66,69,2125,2425,1475,825,273,337,0
400,1,1,131.5,129.0,162.0,130.0,3834,3487,2827,2771,1007,716,590,490,433,354,157,136,66,71,2125,2350,1475,825,273,512,0
407,1,1,149.5,130.0,162.0,130.0,3801,3666,2771,2995,1030,671,140,625,88,459,52,166,66,71,3525,2000,1475,950,273,862,0
414,1,1,149.5,130.0,162.0,138.0,3790,3706,2827,2855,963,851,468,360,308,174,160,186,66,67,4125,2600,1475,950,273,862,0
421,1,1,153.5,130.0,162.0,130.0,3655,3672,2715,2687,940,985,504,590,278,284,226,306,66,67,4125,2900,1475,950,273,962,0
429,1,1,156.5,127.0,170.0,144.0,3678,3722,2715,2715,963,1007,764,761,468,339,296,422,66,66,4975,2900,1475,950,323,1112,0
436,1,1,170.5,128.0,176.0,160.0,3644,3694,2659,2687,985,1007,394,1245,178,711,216,534,66,67,5075,2900,1475,1325,423,1112,0
443,1,1,170.5,132.0,192.0,160.0,3588,3426,2603,2575,985,851,815,1012,483,536,332,476,66,66,5275,2900,1475,1575,423,1112,0
450,1,1,188.5,143.0,192.0,176.0,3442,3235,2435,2631,1007,604,341,543,118,241,223,302,66,69,5275,3200,1475,1575,423,1187,0
457,1,1,188.5,152.0,192.0,176.0,3196,3487,2211,2883,985,604,733,189,398,61,335,128,66,70,6075,3200,1475,1575,423,1187,0
464,1,1,190.5,155.0,192.0,176.0,3286,3487,2323,2771,963,716,1029,406,603,211,426,195,66,70,6075,3200,1475,1700,423,1187,0
471,1,1,191.5,165.0,192.0,176.0,3627,3773,2687,2967,940,806,1390,117,923,76,467,41,66,70,6975,3950,1475,1700,423,1187,0
479,1,1,191.5,168.0,192.0,168.0,3616,3661,2631,2855,985,806,1630,308,1043,196,587,112,66,72,7075,4050,1475,1825,423,1287,0
486,1,1,191.5,168.0,192.0,168.0,3728,3762,2743,2911,985,851,2090,466,1383,246,707,220,66,72,7175,5000,1475,1825,423,1287,0
493,1,1,191.5,176.0,192.0,176.0,3616,3907,2631,2967,985,940,2522,453,1703,221,819,232,66,73,7175,5350,1475,1825,423,1287,0
500,1,1,199.5,176.0,208.0,200.0,3834,3902,2827,2939,1007,963,2187,714,1848,366,339,348,66,73,7175,5450,1475,1825,423,1287,0
507,1,1,199.5,192.0,208.0,200.0,3812,3918,2827,2911,985,1007,2624,284,2173,141,451,143,66,73,7975,5450,1475,1825,423,1287,0
514,1,1,197.5,197.5,208.0,216.0,3795,3784,2855,2799,940,985,3071,131,2508,26,563,105,66,73,7875,5675,1475,1825,523,1662,0
521,1,1,165.5,168.0,208.0,224.0,3767,3694,2827,2799,940,895,3216,180,2683,71,533,109,66,72,6175,4150,1475,1825,2223,3737,0
529,1,1,189.5,163.0,208.0,218.0,3812,3258,2827,2519,985,739,1471,153,1368,56,103,97,66,69,5075,3950,1475,1825,3323,4912,0
536,1,1,199.5,166.0,208.0,218.0,3818,2524,2855,1987,963,537,1317,204,1248,151,69,53,66,69,4975,4250,1475,1825,3423,4912,0
543,1,1,199.5,171.0,208.0,218.0,3750,2373,2743,1903,1007,470,1738,89,1553,76,185,13,66,66,4975,4950,1475,1825,3423,4962,0
550,1,1,199.5,175.0,208.0,218.0,3834,2955,2827,2463,1007,492,2194,260,1893,241,301,19,66,66,7175,5250,1475,1825,3423,4962,0
557,1,1,199.5,176.0,208.0,210.0,3706,3129,2743,2659,963,470,2626,511,2213,461,413,50,66,65,7775,5550,1475,1700,3423,5080,0
564,1,1,198.5,182.0,208.0,202.0,3711,3112,2771,2575,940,537,2877,578,2448,531,429,47,65,65,7775,5750,1475,1700,3423,5180,0
571,1,1,192.5,192.0,208.0,202.0,3622,3224,2659,2463,963,761,3322,469,2773,451,549,18,65,65,7475,6050,1475,1700,3723,5180,0
579,1,1,168.5,180.0,208.0,202.0,3644,3218,2659,2435,985,783,3767,541,3098,506,669,35,65,65,6175,5150,1475,1700,5023,6080,0
586,1,1,176.5,142.0,208.0,202.0,3616,3347,2631,2519,985,828,2089,551,1833,516,256,35,65,65,4375,3250,1475,1700,6823,8480,0
593,1,1,160.5,138.0,208.0,202.0,3666,3213,2659,2407,1007,806,2389,523,2013,496,376,27,65,65,3375,3000,1475,1700,7823,9130,0
600,1,1,177.5,146.0,208.0,202.0,3616,3319,2631,2491,985,828,1776,218,1713,191,63,27,65,65,4775,3300,1725,1700,7823,9130,0
607,1,1,182.5,151.0,208.0,202.0,3650,3129,2687,2323,963,806,1887,284,1783,236,104,48,64,64,5775,3700,1725,1700,7823,9130,0
614,1,1,184.5,157.0,208.0,202.0,3543,3207,2603,2379,940,828,1908,378,1688,301,220,77,64,64,6575,4000,1725,1700,7823,9130,0
621,1,1,198.5,172.0,216.0,186.0,3588,3342,2603,2379,985,963,1598,294,1408,276,190,18,65,65,6675,4600,1725,1700,7823,9055,0
629,1,1,199.5,182.0,216.0,186.0,3616,3420,2631,2435,985,985,1938,209,1703,196,235,13,65,65,6875,4900,1725,1700,7823,9055,0
636,1,1,199.5,186.0,216.0,186.0,3605,3403,2575,2463,1030,940,1744,306,1693,231,51,75,68,65,6975,5400,1725,1700,7823,9055,0
643,1,1,180.5,178.0,216.0,186.0,3722,3398,2603,2435,1119,963,2206,106,2023,61,183,45,68,65,6575,4600,1725,1700,8823,10155,0
650,1,1,175.5,168.0,216.0,186.0,3734,3437,2659,2407,1075,1030,1731,506,1653,341,78,165,68,65,5375,4600,1725,1700,10123,10655,0
657,1,1,184.5,178.0,216.0,186.0,3851,3202,2799,2239,1052,963,1589,284,1533,186,56,98,68,65,5175,4800,1725,1700,10323,10755,0
664,1,1,190.5,186.0,216.0,186.0,3823,3286,2771,2323,1052,963,1756,175,1643,111,113,64,68,65,5175,5400,1725,1700,10323,10755,0
671,1,1,172.5,173.0,216.0,178.0,3896,3336,2799,2351,1097,985,1522,160,1448,76,74,84,68,65,4475,4550,1725,1700,11923,12005,0
679,1,1,172.5,177.0,216.0,178.0,3728,3314,2631,2351,1097,963,1520,296,1418,171,102,125,68,65,4975,4850,1725,1700,12323,12005,0
686,1,1,187.5,177.0,216.0,178.0,3465,3196,2323,2211,1142,985,1027,582,1018,341,9,241,67,65,4875,5350,1725,1700,12423,12005,0
693,1,1,187.5,173.0,222.0,178.0,3571,3050,2407,2043,1164,1007,1454,743,1313,486,141,257,67,65,5975,5550,1725,1700,12423,12205,0
700,1,1,199.5,177.0,222.0,178.0,3582,3224,2463,2239,1119,985,1276,439,1153,191,123,248,67,64,5975,5800,1725,1700,12423,12205,0
707,1,1,195.5,173.0,222.0,178.0,3448,2955,2351,2015,1097,940,1377,457,1193,215,184,242,67,64,6375,5600,1725,1700,12923,12629,0
714,1,1,159.5,155.0,222.0,186.0,3398,2950,2211,1987,1187,963,1815,322,1483,85,332,237,67,64,5075,4150,1725,1700,14823,14079,0
721,1,1,169.5,151.0,222.0,186.0,3594,3022,2295,2015,1299,1007,935,287,768,30,167,257,67,64,4275,3750,1725,1700,15623,14679,0
729,1,1,169.5,152.0,222.0,186.0,3706,2978,2407,2015,1299,963,1107,344,863,100,244,244,67,64,4275,3550,1725,1700,15923,14879,0
736,1,1,186.5,161.0,222.0,186.0,3801,2978,2435,2015,1366,963,652,100,523,40,129,60,67,64,5575,4650,1725,1700,15923,14879,0
743,1,1,190.5,167.0,214.0,178.0,3734,3050,2435,2043,1299,1007,891,170,668,65,223,105,67,64,5675,5150,1725,1700,16023,14979,0
750,1,1,178.5,165.0,214.0,170.0,3633,3028,2379,2043,1254,985,1328,131,953,10,375,121,67,64,5175,4700,1725,1700,16823,15729,0
757,1,1,188.5,163.0,214.0,170.0,3717,3006,2463,2043,1254,963,683,348,423,165,260,183,67,64,5375,4800,1725,1700,17623,15929,0
764,1,1,194.5,159.0,214.0,170.0,3734,2972,2435,1987,1299,985,428,404,183,205,245,199,67,64,4975,4700,1725,1700,18023,16429,0
771,1,1,196.5,159.0,214.0,176.0,3706,2978,2407,2015,1299,963,279,165,28,50,251,115,67,64,4475,4600,1725,1700,18523,16829,0
779,1,1,192.5,160.0,214.0,176.0,3722,3028,2379,2155,1343,873,726,384,323,215,403,169,67,63,5375,4750,1725,1700,18723,16879,0
786,1,1,186.5,160.0,214.0,176.0,3778,2591,2435,1875,1343,716,1182,168,623,40,559,128,67,63,5775,4350,1725,1700,19023,17579,0
793,1,1,198.5,147.0,214.0,176.0,3739,2726,2463,1987,1276,739,715,196,233,55,482,141,67,61,6075,3800,1725,1700,19323,18754,0
800,1,1,192.5,134.0,206.0,176.0,3773,2602,2519,1931,1254,671,981,97,393,30,588,67,67,57,5375,3150,1725,1700,20023,19904,0
7,0,0,13.0,13.0,15.0,15.0,251,293,251,293,0,0,30,35,30,35,0,0,12,12,0,0,0,0,0,0,0
14,0,0,14.0,14.0,15.0,15.0,671,671,671,671,0,0,70,70,70,70,0,0,13,13,0,0,0,0,0,0,0
21,0,0,14.0,14.0,15.0,15.0,699,727,699,727,0,0,0,55,0,55,0,0,13,13,0,0,0,0,0,0,0
29,0,0,15.0,15.0,15.0,15.0,727,671,727,671,0,0,15,80,15,80,0,0,14,14,0,0,0,0,0,0,0
36,0,0,15.0,15.0,15.0,15.0,727,727,727,727,0,0,55,130,55,130,0,0,14,14,0,0,0,0,0,0,0
43,0,0,16.0,16.0,23.0,23.0,755,755,755,755,0,0,140,70,140,70,0,0,15,15,0,0,0,0,0,0,0
50,0,0,16.0,16.0,23.0,23.0,839,811,839,811,0,0,35,45,35,45,0,0,15,15,0,0,0,0,0,0,0
57,0,0,17.0,17.0,23.0,23.0,827,755,783,755,44,0,78,55,70,55,8,0,16,16,0,0,0,0,0,0,0
64,0,0,18.0,18.0,23.0,23.0,911,755,755,755,156,0,183,95,155,95,28,0,17,17,0,0,0,0,0,0,0
71,0,0,18.0,18.0,23.0,23.0,939,777,783,755,156,22,238,194,190,190,48,4,17,17,0,0,0,0,0,0,0
79,0,0,19.0,19.0,23.0,23.0,967,833,811,699,156,134,348,239,280,215,68,24,18,18,0,0,0,0,0,0,0
86,0,0,19.0,19.0,23.0,23.0,967,889,811,643,156,246,473,345,385,285,88,60,18,18,0,0,0,0,0,0,0
93,0,0,20.0,20.0,23.0,23.0,1018,950,839,615,179,335,343,110,285,60,58,50,19,19,0,0,150,150,0,0,0
100,0,0,20.0,20.0,23.0,23.0,1046,950,867,615,179,335,458,216,380,130,78,86,19,19,0,0,150,150,0,0,0
107,0,0,20.0,20.0,23.0,23.0,1023,934,867,643,156,291,184,73,90,55,94,18,19,19,0,0,150,150,0,0,0
114,0,0,20.0,21.0,23.0,31.0,967,906,811,727,156,179,59,148,45,110,14,38,19,19,0,0,150,150,0,0,0
121,0,0,21.0,22.0,23.0,31.0,939,934,783,755,156,179,119,157,85,145,34,12,19,19,0,100,150,150,0,0,0
129,0,0,22.0,23.0,23.0,31.0,1023,1130,867,951,156,179,104,252,50,220,54,32,19,20,100,100,150,150,0,0,0
136,0,0,23.0,23.0,23.0,31.0,1219,1130,1063,951,156,179,119,402,45,350,74,52,20,20,100,100,150,150,0,0,0
143,0,0,23.0,24.0,23.0,31.0,1214,1376,1035,1175,179,201,204,131,110,55,94,76,21,21,100,100,150,150,0,0,0
150,0,0,25.0,26.0,31.0,31.0,1102,1370,923,1147,179,223,289,189,175,85,114,104,21,21,150,100,150,400,0,0,0
157,0,0,28.0,27.0,31.0,31.0,1135,1342,979,1119,156,223,290,188,160,110,130,78,22,22,150,200,400,400,0,0,0
164,0,0,29.0,28.0,31.0,31.0,1169,1460,923,1147,246,313,141,63,75,45,66,18,22,23,200,200,400,400,0,0,0
171,0,0,30.0,28.0,31.0,31.0,1264,1404,951,1091,313,313,256,118,150,60,106,58,23,23,200,300,400,400,0,0,0
179,0,0,32.0,31.0,46.0,31.0,1320,1482,1007,1147,313,335,131,138,10,65,121,73,23,24,300,300,400,400,0,0,0
186,0,0,33.0,31.0,46.0,31.0,1421,1314,1063,979,358,335,226,278,90,165,136,113,24,24,350,300,400,400,0,0,0
193,0,0,34.0,34.0,46.0,39.0,1482,1348,1147,1035,335,313,362,294,190,145,172,149,25,25,350,300,400,500,0,0,0
200,0,0,34.0,34.0,46.0,39.0,1544,1342,1231,1007,313,335,463,389,255,225,208,164,25,25,450,400,725,750,0,0,0
207,0,0,41.0,35.0,46.0,39.0,1488,1432,1175,1119,313,313,193,450,45,250,148,200,26,26,450,400,725,750,0,0,0
214,0,0,41.0,37.0,46.0,54.0,1628,1628,1315,1315,313,313,138,470,75,255,63,215,26,26,450,500,725,825,0,0,0
221,0,0,43.0,40.0,46.0,54.0,1852,1566,1539,1231,313,335,148,140,45,85,103,55,28,27,450,500,725,825,0,0,0
229,0,0,43.0,41.0,46.0,54.0,1835,1706,1455,1371,380,335,366,290,215,195,151,95,29,28,550,600,725,825,0,0,0
236,0,0,45.0,43.0,46.0,54.0,2093,1684,1623,1371,470,313,272,386,165,255,107,131,30,28,550,600,800,825,0,0,0
243,0,0,49.0,48.0,54.0,54.0,2059,1880,1567,1455,492,425,118,232,55,170,63,62,31,29,550,600,800,900,0,0,0
250,0,0,53.0,50.0,54.0,54.0,1981,1746,1511,1231,470,515,89,317,70,195,19,122,32,29,800,700,800,900,0,0,0
257,0,0,54.0,52.0,54.0,54.0,1947,2031,1455,1539,492,492,219,383,140,205,79,178,34,31,800,700,800,900,0,0,0
264,0,0,55.0,50.0,62.0,54.0,1975,2009,1483,1539,492,470,474,474,335,290,139,184,34,31,800,1000,800,900,0,0,0
271,0,0,56.0,52.0,62.0,54.0,2031,2171,1539,1679,492,492,205,224,10,105,195,119,35,33,800,1275,800,900,0,0,0
279,0,0,57.0,56.0,62.0,62.0,1975,2255,1483,1763,492,492,345,129,90,50,255,79,36,35,1050,1275,800,900,0,0,0
286,0,0,61.0,58.0,62.0,62.0,1947,2233,1455,1763,492,470,276,275,65,140,211,135,37,35,1050,1275,800,900,0,0,0
293,0,0,62.0,57.0,62.0,62.0,1925,2149,1455,1679,470,470,447,461,180,270,267,191,38,34,1300,1325,800,900,0,50,0
300,0,0,66.0,58.0,70.0,70.0,2003,2149,1511,1679,492,470,387,607,160,360,227,247,39,35,1300,1325,800,900,0,100,0
307,0,0,67.0,60.0,70.0,70.0,2031,2311,1539,1819,492,492,247,687,110,380,137,307,40,37,1300,1600,800,900,0,100,0
314,0,0,68.0,66.0,70.0,70.0,2037,1925,1567,1455,470,470,248,258,155,45,93,213,41,37,1550,1500,800,1050,0,200,0
321,0,0,70.0,67.0,70.0,70.0,2227,1830,1735,1315,492,515,318,428,165,155,153,273,43,39,1550,1450,800,1200,0,250,0
329,0,0,70.0,65.0,70.0,70.0,2250,2233,1735,1763,515,470,318,720,105,395,213,325,44,37,1550,1550,800,1200,0,350,0
336,0,0,70.0,62.0,70.0,70.0,2199,2233,1707,1763,492,470,524,943,255,578,269,365,45,38,1550,1500,800,1200,0,500,0
343,0,0,75.0,67.0,78.0,70.0,2205,2037,1735,1567,470,470,205,286,105,171,100,115,45,34,1800,1900,800,1325,0,750,0
350,0,0,72.0,70.0,86.0,70.0,2143,2395,1651,1903,492,492,365,186,205,136,160,50,45,34,1550,1900,800,1325,250,750,0
357,0,0,77.0,70.0,101.0,70.0,2250,2507,1735,2015,515,492,294,276,170,166,124,110,47,36,1550,1900,800,1325,250,750,0
364,0,0,75.0,69.0,101.0,70.0,2356,2502,1819,1987,537,515,468,492,280,326,188,166,48,36,1300,1650,875,1325,500,1200,0
371,0,0,73.0,71.0,109.0,78.0,2440,2558,1903,2043,537,515,592,626,340,405,252,221,49,36,1050,2050,875,1325,750,1200,0
379,0,0,75.0,75.0,109.0,86.0,2474,2401,1847,1931,627,470,548,533,345,396,203,137,51,37,1050,2325,875,1325,1000,1250,0
386,0,0,75.0,80.0,109.0,86.0,2608,2317,1959,1847,649,470,404,278,175,181,229,97,51,37,1050,2425,1125,1325,1000,1250,0
393,0,0,77.0,83.0,109.0,86.0,2530,1975,1903,1483,627,492,350,195,145,138,205,57,53,38,1050,2525,1375,1325,1000,1250,0
400,0,0,79.0,83.0,109.0,86.0,2636,1891,1987,1399,649,492,455,280,170,163,285,117,53,39,1200,2525,1500,1325,1100,1308,0
407,0,0,81.0,88.0,109.0,94.0,2496,2065,1847,1595,649,470,335,176,120,103,215,73,55,40,1200,2625,1500,1325,1100,1308,0
414,0,0,81.0,79.0,109.0,94.0,2608,2110,1959,1595,649,515,646,276,355,143,291,133,57,40,1375,2350,1500,1325,1200,2258,0
421,0,0,86.0,79.0,109.0,94.0,2854,2278,2183,1763,671,515,346,516,225,323,121,193,55,41,1375,2350,1500,1325,1300,2308,0
429,0,0,83.0,72.0,109.0,94.0,2535,2429,1931,1959,604,470,510,818,325,573,185,245,52,41,1375,1900,1925,1325,1550,2808,0
436,0,0,84.0,78.0,109.0,110.0,2121,2457,1651,1987,470,470,427,533,290,353,137,180,53,41,1375,2050,1925,1325,1550,2958,0
443,0,0,94.0,78.0,109.0,110.0,2530,2395,2127,1903,403,492,181,333,127,93,54,240,56,43,1625,2050,2025,1325,1550,2958,0
450,0,0,97.0,79.0,109.0,110.0,2731,2339,2351,1847,380,492,321,558,229,258,92,300,57,43,2175,2200,2025,1325,1550,2958,0
457,0,0,95.0,80.0,109.0,110.0,2770,2446,2323,1931,447,515,598,729,451,373,147,356,59,43,1925,2200,2025,1325,1800,3008,0
464,0,0,97.0,85.0,109.0,110.0,3022,2474,2463,1959,559,515,552,284,443,193,109,91,59,43,2125,2200,2025,1325,1800,3008,0
471,0,0,98.0,87.0,109.0,110.0,2854,2423,2183,1931,671,492,440,365,376,218,64,147,60,44,2125,2575,2125,1325,1800,3008,0
479,0,0,108.0,93.0,109.0,110.0,3504,2154,2631,1595,873,559,353,257,306,163,47,94,63,45,2125,2575,2125,1325,1800,3008,0
486,0,0,107.0,93.0,109.0,110.0,3510,2446,2659,1819,851,627,762,523,611,353,151,170,64,47,2600,2475,2225,1400,1850,3108,0
7,1,1,13.0,13.0,14.0,14.0,293,335,293,335,0,0,35,40,35,40,0,0,12,12,0,0,0,0,0,0,1
14,1,1,13.0,13.0,14.0,14.0,671,615,671,615,0,0,20,10,20,10,0,0,13,13,0,0,0,0,0,0,1
21,1,1,14.0,14.0,14.0,14.0,727,727,727,727,0,0,50,55,50,55,0,0,13,13,0,0,0,0,0,0,1
29,1,1,14.0,14.0,14.0,14.0,755,727,755,727,0,0,145,145,145,145,0,0,13,13,0,0,0,0,0,0,1
36,1,1,16.0,16.0,22.0,22.0,755,811,755,811,0,0,140,145,140,145,0,0,14,14,0,0,0,0,0,0,1
43,1,1,16.0,16.0,22.0,22.0,783,839,783,839,0,0,225,240,225,240,0,0,14,16,0,0,0,0,0,0,1
50,1,1,15.0,15.0,22.0,22.0,755,783,755,783,0,0,20,30,20,30,0,0,15,15,0,0,0,0,0,0,1
